province,regency,district,village,postal
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Barat","Woyo","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Barat Laut","Kasango","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Lede","Balohang","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Utara","Bua Mbono","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Utara","London","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Selatan","Maluli","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Selatan","Galebo","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Taliabu Selatan","Nggoli","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Tabona","Peleng","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Tabona","Fayaunana","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Tabona","Habunuha","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Tabona","Kataga","97794"
"Maluku Utara","Kabupaten Pulau Taliabu","Tabona","Wolio","97794"
"Maluku Utara","Kota Ternate","Kota Ternate Tengah","Makassar Barat","97724"
"Maluku Utara","Kota Ternate","Kota Ternate Tengah","Makassar Timur","97724"
"Maluku Utara","Kota Ternate","Kota Ternate Tengah","Tongole","97711"
"Maluku Utara","Kota Ternate","Ternate Barat","Tagafo","97747"
"Maluku Utara","Kota Tidore Kepulauan","Tidore","Tambula","97813"
"Maluku Utara","Kota Tidore Kepulauan","Tidore","Tuguwaji","97813"
"Maluku Utara","Kota Tidore Kepulauan","Oba Utara","Garojou","97827"
"Maluku Utara","Kota Tidore Kepulauan","Oba Utara","Gosale","97827"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Gita","97824"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Tului","97824"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Todapa","97824"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Talasi","97824"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Sigela Yef","97824"
"Maluku Utara","Kota Tidore Kepulauan","Oba","Talagamori","97824"
"Maluku Utara","Kota Tidore Kepulauan","Tidore Utara","Maitara Utara","97823"
"Maluku Utara","Kota Tidore Kepulauan","Tidore Utara","Maitara Tengah","97823"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Aketobatu","97826"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Togeme","97826"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Tauno","97826"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Fanaha","97826"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Yehu","97826"
"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah","Siokona","97826"
"Maluku Utara","Kota Tidore Kepulauan","Tidore Timur","Cobodoe","97822"
"Maluku Utara","Kota Tidore Kepulauan","Tidore Timur","Doyado","97822"
"Maluku Utara","Kota Tidore Kepulauan","Tidore Timur","Jiko Cobo","97822"
"Papua","Kabupaten Jayapura","Sentani","Ilfele","99352"
"Papua","Kabupaten Jayapura","Sentani","Yahim","99352"
"Papua","Kabupaten Jayapura","Sentani","Desa Adat Yoboi","99352"
"Papua","Kabupaten Jayapura","Sentani","Desa Adat Heaiseai Yomo Heai","99352"
"Papua","Kabupaten Jayapura","Sentani Timur","Puai","99359"
"Papua","Kabupaten Jayapura","Sentani Timur","Desa Adat Ayapo","99359"
"Papua","Kabupaten Jayapura","Sentani Timur","Desa Adat Kleuwblou","99359"
"Papua","Kabupaten Jayapura","Sentani Timur","Desa Adat Yokiwa","99359"
"Papua","Kabupaten Jayapura","Depapre","Yepase","99353"
"Papua","Kabupaten Jayapura","Sentani Barat","Dosay","99358"
"Papua","Kabupaten Jayapura","Sentani Barat","Sabro Yaru","99358"
"Papua","Kabupaten Jayapura","Sentani Barat","Desa Adat Waibron Bano","99358"
"Papua","Kabupaten Jayapura","Kemtuk","Mamei","99366"
"Papua","Kabupaten Jayapura","Kemtuk","Nambom","99366"
"Papua","Kabupaten Jayapura","Kemtuk","Benggwin Progo","99366"
"Papua","Kabupaten Jayapura","Kemtuk Gresi","Domoikati","99367"
"Papua","Kabupaten Jayapura","Kemtuk Gresi","Dementin","99367"
"Papua","Kabupaten Jayapura","Kemtuk Gresi","Yanbra","99367"
"Papua","Kabupaten Jayapura","Kemtuk Gresi","Hyansip","99367"
"Papua","Kabupaten Jayapura","Nimboran","Singgriway","99361"
"Papua","Kabupaten Jayapura","Nimboran","Kuipons","99361"
"Papua","Kabupaten Jayapura","Nimboran","Yenggu Lama","99361"
"Papua","Kabupaten Jayapura","Nimboran","Desa Adat Ketemung","99361"
"Papua","Kabupaten Jayapura","Nimbokrang","Nimbokrang","99362"
"Papua","Kabupaten Jayapura","Nimbokrang","Hamonggrang","99362"
"Papua","Kabupaten Jayapura","Nimbokrang","Nombukrang Sari","99362"
"Papua","Kabupaten Jayapura","Nimbokrang","Rhepang Muaf","99362"
"Papua","Kabupaten Jayapura","Unurum Guay","Ganusa","99356"
"Papua","Kabupaten Jayapura","Unurum Guay","Guryard","99356"
"Papua","Kabupaten Jayapura","Unurum Guay","Sawa Suma","99356"
"Papua","Kabupaten Jayapura","Unurum Guay","Nandaizi","99356"
"Papua","Kabupaten Jayapura","Demta","Demta","99354"
"Papua","Kabupaten Jayapura","Demta","Yougapsa","99354"
"Papua","Kabupaten Jayapura","Demta","Yakore","99354"
"Papua","Kabupaten Jayapura","Kaureh","Yadauw","99364"
"Papua","Kabupaten Jayapura","Ebungfao","Atabar","99351"
"Papua","Kabupaten Jayapura","Ebungfao","Khameyoka","99351"
"Papua","Kabupaten Jayapura","Ebungfao","Desa Adat Bobrongko","99351"
"Papua","Kabupaten Jayapura","Ebungfao","Desa Adat Homfolo","99351"
"Papua","Kabupaten Jayapura","Waibu","Kwadeware","99368"
"Papua","Kabupaten Jayapura","Waibu","Desa Adat Dondai","99368"
"Papua","Kabupaten Jayapura","Waibu","Desa Adat Bambar","99368"
"Papua","Kabupaten Jayapura","Nambluong","Yakasib","99360"
"Papua","Kabupaten Jayapura","Nambluong","Imestum","99360"
"Papua","Kabupaten Jayapura","Yapsi","Tabbeyan","99365"
"Papua","Kabupaten Jayapura","Yapsi","Kwarja","99365"
"Papua","Kabupaten Jayapura","Yapsi","Taqwa Bangun","99365"
"Papua","Kabupaten Jayapura","Yapsi","Purnama Jati","99365"
"Papua","Kabupaten Jayapura","Yapsi","Desa Adat Bundru","99365"
"Papua","Kabupaten Jayapura","Airu","Muara Nawa","99363"
"Papua","Kabupaten Jayapura","Raveni Rara","Yongsu Dosoyo","99350"
"Papua","Kabupaten Jayapura","Raveni Rara","Newa","99350"
"Papua","Kabupaten Jayapura","Raveni Rara","Desa Adat Nechive","99350"
"Papua","Kabupaten Jayapura","Gresi Selatan","Desa Adat Iwon","99357"
"Papua","Kabupaten Jayapura","Yokari","Maruwai","99355"
"Papua","Kabupaten Jayapura","Yokari","Senamay","99355"
"Papua","Kabupaten Kepulauan Yapen","Yapen Barat","Papuama","98648"
"Papua","Kabupaten Kepulauan Yapen","Yapen Timur","Korombobi","98644"
"Papua","Kabupaten Kepulauan Yapen","Yapen Timur","Nunsembai","98644"
"Papua","Kabupaten Kepulauan Yapen","Yapen Timur","Woinsupi","98644"
"Papua","Kabupaten Kepulauan Yapen","Yapen Timur","Mareruni","98644"
"Papua","Kabupaten Kepulauan Yapen","Angkaisera","Ransarnoni","98655"
"Papua","Kabupaten Kepulauan Yapen","Poom","Mokiroan","98652"
"Papua","Kabupaten Kepulauan Yapen","Poom","Rarisi","98652"
"Papua","Kabupaten Kepulauan Yapen","Poom","Warioi","98652"
"Papua","Kabupaten Kepulauan Yapen","Kosiwo","Maria Rotu","98632"
"Papua","Kabupaten Kepulauan Yapen","Kosiwo","Sarawandori","98632"
"Papua","Kabupaten Kepulauan Yapen","Kosiwo","Panduami","98632"
"Papua","Kabupaten Kepulauan Yapen","Yapen Utara","Sambrawai","98645"
"Papua","Kabupaten Kepulauan Yapen","Yapen Utara","Kiriyou","98645"
"Papua","Kabupaten Kepulauan Yapen","Yapen Utara","Soromasen","98645"
"Papua","Kabupaten Kepulauan Yapen","Yapen Utara","Roswari","98645"
"Papua","Kabupaten Kepulauan Yapen","Yapen Utara","Doreimanona","98645"
"Papua","Kabupaten Kepulauan Yapen","Raimbawi","Sewenui","98641"
"Papua","Kabupaten Kepulauan Yapen","Teluk Ampimoi","Koroapi","98642"
"Papua","Kabupaten Kepulauan Yapen","Teluk Ampimoi","Wabuayar","98642"
"Papua","Kabupaten Kepulauan Yapen","Teluk Ampimoi","Bareraif","98642"
"Papua","Kabupaten Kepulauan Yapen","Kepulauan Ambai","Mambawi","98653"
"Papua","Kabupaten Kepulauan Yapen","Pulau Kurudu","Doreianmini","98643"
"Papua","Kabupaten Kepulauan Yapen","Pulau Kurudu","Andersaria","98643"
"Papua","Kabupaten Kepulauan Yapen","Anotaurei","Anatorei","98631"
"Papua","Kabupaten Kepulauan Yapen","Anotaurei","Mariaderi","98631"
"Papua","Kabupaten Kepulauan Yapen","Anotaurei","Famboaman","98631"
"Papua","Kabupaten Kepulauan Yapen","Yawakukat","Kontinuai","98654"
"Papua","Kabupaten Kepulauan Yapen","Yawakukat","Woniwon","98654"
"Papua","Kabupaten Kepulauan Yapen","Yawakukat","Yafanani","98654"
"Papua","Kabupaten Biak Numfor","Biak Kota","Saramon","98514"
"Papua","Kabupaten Biak Numfor","Biak Kota","Burokup","98513"
"Papua","Kabupaten Biak Numfor","Biak Kota","Mnubabo","98527"
"Papua","Kabupaten Biak Numfor","Biak Kota","Manswam","98526"
"Papua","Kabupaten Biak Numfor","Biak Utara","Rosayendi","98544"
"Papua","Kabupaten Biak Numfor","Biak Timur","Sepse","98541"
"Papua","Kabupaten Biak Numfor","Biak Timur","Sareidi","98541"
"Papua","Kabupaten Biak Numfor","Biak Timur","Insumarires","98541"
"Papua","Kabupaten Biak Numfor","Numfor Barat","Sub Manggunsi","98564"
"Papua","Kabupaten Biak Numfor","Numfor Barat","Pomdori","98564"
"Papua","Kabupaten Biak Numfor","Numfor Timur","Yenmanu","98562"
"Papua","Kabupaten Biak Numfor","Biak Barat","Ampunbukor","98545"
"Papua","Kabupaten Biak Numfor","Biak Barat","Warberik","98545"
"Papua","Kabupaten Biak Numfor","Biak Barat","Sosmai","98545"
"Papua","Kabupaten Biak Numfor","Biak Barat","Sumbinya","98545"
"Papua","Kabupaten Biak Numfor","Warsa","Yeruboi","98553"
"Papua","Kabupaten Biak Numfor","Warsa","Amoi","98553"
"Papua","Kabupaten Biak Numfor","Warsa","Inswambesi","98553"
"Papua","Kabupaten Biak Numfor","Warsa","Komboi","98553"
"Papua","Kabupaten Biak Numfor","Warsa","Inswambesi Sup","98553"
"Papua","Kabupaten Biak Numfor","Padaido","Inbeyomi","98556"
"Papua","Kabupaten Biak Numfor","Padaido","Sandidori","98556"
"Papua","Kabupaten Biak Numfor","Yendidori","Rarnpimbo","98547"
"Papua","Kabupaten Biak Numfor","Yendidori","Waroi","98547"
"Papua","Kabupaten Biak Numfor","Yendidori","Amyambenram","98547"
"Papua","Kabupaten Biak Numfor","Yendidori","Birubi","98547"
"Papua","Kabupaten Biak Numfor","Samofa","Anjareuw","98551"
"Papua","Kabupaten Biak Numfor","Samofa","Adainasnosen","98551"
"Papua","Kabupaten Biak Numfor","Samofa","Anjareuw","98551"
"Papua","Kabupaten Biak Numfor","Yawosi","Soor","98552"
"Papua","Kabupaten Biak Numfor","Swandiwe","Yenbepioper","98546"
"Papua","Kabupaten Biak Numfor","Swandiwe","Wombrisau","98546"
"Papua","Kabupaten Biak Numfor","Bruyadori","Sandau","98561"
"Papua","Kabupaten Biak Numfor","Bruyadori","Amberparem","98561"
"Papua","Kabupaten Biak Numfor","Orkeri","Yenbepon","98565"
"Papua","Kabupaten Biak Numfor","Orkeri","Sub Mander","98565"
"Papua","Kabupaten Biak Numfor","Orkeri","Masyarah","98565"
"Papua","Kabupaten Biak Numfor","Poiru","Sauribru","98563"
"Papua","Kabupaten Biak Numfor","Poiru","Surdori","98563"
"Papua","Kabupaten Biak Numfor","Aimando Padaido","Mios Mangguandi","98555"
"Papua","Kabupaten Biak Numfor","Oridek","Marauw","98542"
"Papua","Kabupaten Sarmi","Sarmi","Sarmi Kota","99373"
"Papua","Kabupaten Sarmi","Tor Atas","Bota-bora","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Toganto","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Kanderjan","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Omte","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Safrom Tane","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Denender","99372"
"Papua","Kabupaten Sarmi","Tor Atas","Safron Tane","99372"
"Papua","Kabupaten Sarmi","Pantai Barat","Mertewar","99375"
"Papua","Kabupaten Sarmi","Pantai Timur","Ansudu","99370"
"Papua","Kabupaten Sarmi","Pantai Timur","Yamben","99370"
"Papua","Kabupaten Sarmi","Pantai Timur","Sunum","99370"
"Papua","Kabupaten Sarmi","Pantai Timur","Betaf Dua","99370"
"Papua","Kabupaten Sarmi","Pantai Timur","Ansudu Dua","99370"
"Papua","Kabupaten Sarmi","Bonggo","Tarontha Srum","99381"
"Papua","Kabupaten Sarmi","Bonggo","Maweswares","99381"
"Papua","Kabupaten Sarmi","Apawer Hulu","Tamaja","99374"
"Papua","Kabupaten Sarmi","Apawer Hulu","Surimania","99374"
"Papua","Kabupaten Sarmi","Sarmi Selatan","Munukania","99376"
"Papua","Kabupaten Sarmi","Sarmi Timur","Holmafen","99377"
"Papua","Kabupaten Sarmi","Sarmi Timur","Bagaiserwar Dua","99377"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Wakde","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Timron/keder","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Finyabor","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Tambrawar","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Keder Lama","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Finyabor Dua","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Dabe Dua","99371"
"Papua","Kabupaten Sarmi","Pantai Timur Bagian Barat","Nengke Dua","99371"
"Papua","Kabupaten Sarmi","Bonggo Timur","Tamar Sari","99382"
"Papua","Kabupaten Sarmi","Bonggo Timur","Kapitiau","99382"
"Papua","Kabupaten Keerom","Waris","Kalimala","99467"
"Papua","Kabupaten Keerom","Waris","Bompai","99467"
"Papua","Kabupaten Keerom","Waris","Sack","99467"
"Papua","Kabupaten Keerom","Arso","Kwimi","99471"
"Papua","Kabupaten Keerom","Arso","Sawanawa","99471"
"Papua","Kabupaten Keerom","Arso","Yuwanain","99471"
"Papua","Kabupaten Keerom","Arso","Yanamaa","99471"
"Papua","Kabupaten Keerom","Arso","Asyaman","99471"
"Papua","Kabupaten Keerom","Arso","Yamta","99471"
"Papua","Kabupaten Keerom","Arso","Bagia","99471"
"Papua","Kabupaten Keerom","Arso","Sawabuun","99471"
"Papua","Kabupaten Keerom","Arso","Bibiosi","99471"
"Papua","Kabupaten Keerom","Senggi","Namla","99464"
"Papua","Kabupaten Keerom","Senggi","Waley","99464"
"Papua","Kabupaten Keerom","Web","Umuraf","99462"
"Papua","Kabupaten Keerom","Web","Yamraf Dua","99462"
"Papua","Kabupaten Keerom","Web","Tatakra","99462"
"Papua","Kabupaten Keerom","Skanto","Skanto","99469"
"Papua","Kabupaten Keerom","Skanto","Wiantre","99469"
"Papua","Kabupaten Keerom","Skanto","Intaimelyan","99469"
"Papua","Kabupaten Keerom","Skanto","Traimelyan","99469"
"Papua","Kabupaten Keerom","Skanto","Wulukubun","99469"
"Papua","Kabupaten Keerom","Skanto","Saefen Empat Dua","99469"
"Papua","Kabupaten Keerom","Skanto","Alang-alang Raya","99469"
"Papua","Kabupaten Keerom","Arso Timur","Yetti","99472"
"Papua","Kabupaten Keerom","Arso Timur","Suskun","99472"
"Papua","Kabupaten Keerom","Arso Timur","Amyu","99472"
"Papua","Kabupaten Keerom","Arso Timur","Kikere","99472"
"Papua","Kabupaten Keerom","Arso Timur","Petewi","99472"
"Papua","Kabupaten Keerom","Towe","Terfones","99466"
"Papua","Kabupaten Keerom","Towe","Tefalma","99466"
"Papua","Kabupaten Keerom","Towe","Jember","99466"
"Papua","Kabupaten Keerom","Towe","Niliti","99466"
"Papua","Kabupaten Keerom","Towe","Pris","99466"
"Papua","Kabupaten Keerom","Arso Barat","Dukwia","99473"
"Papua","Kabupaten Keerom","Arso Barat","Sanggaria","99473"
"Papua","Kabupaten Keerom","Arso Barat","Yatu Raharja","99473"
"Papua","Kabupaten Keerom","Arso Barat","Yammua","99473"
"Papua","Kabupaten Keerom","Arso Barat","Ifia-fia","99473"
"Papua","Kabupaten Keerom","Arso Barat","Baburia","99473"
"Papua","Kabupaten Keerom","Arso Barat","Yowong","99473"
"Papua","Kabupaten Keerom","Mannem","Yamara","99468"
"Papua","Kabupaten Keerom","Mannem","Wembi","99468"
"Papua","Kabupaten Keerom","Mannem","Pyawi","99468"
"Papua","Kabupaten Keerom","Mannem","Sawyatami","99468"
"Papua","Kabupaten Keerom","Mannem","Wambes","99468"
"Papua","Kabupaten Keerom","Mannem","Uskwar","99468"
"Papua","Kabupaten Keerom","Yaffi","Yabanda","99463"
"Papua","Kabupaten Keerom","Yaffi","Jifanggry","99463"
"Papua","Kabupaten Keerom","Yaffi","Monggoafi","99463"
"Papua","Kabupaten Keerom","Yaffi","Fafenumbu","99463"
"Papua","Kabupaten Keerom","Yaffi","Akarinda","99463"
"Papua","Kabupaten Keerom","Kaisenar","Kaisenar","99465"
"Papua","Kabupaten Keerom","Kaisenar","Kiambra","99465"
"Papua","Kabupaten Keerom","Kaisenar","Liket","99465"
"Papua","Kabupaten Keerom","Kaisenar","Onam","99465"
"Papua","Kabupaten Keerom","Kaisenar","Tefanma Satu","99465"
"Papua","Kabupaten Waropen","Masirei","Sirami","98671"
"Papua","Kabupaten Waropen","Masirei","Bunggu","98671"
"Papua","Kabupaten Waropen","Masirei","Kowogi","98671"
"Papua","Kabupaten Waropen","Masirei","Emauri","98671"
"Papua","Kabupaten Waropen","Masirei","Obutay","98671"
"Papua","Kabupaten Waropen","Masirei","Wairo","98671"
"Papua","Kabupaten Waropen","Risei Sayati","Fafado","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Mui","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Waghare","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Ghaiwando","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Womorisi","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Orambin","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Unareu","98674"
"Papua","Kabupaten Waropen","Risei Sayati","Ghaiwaru","98674"
"Papua","Kabupaten Waropen","Urei Faisei","Ureifaisei I/sanggae","98663"
"Papua","Kabupaten Waropen","Urei Faisei","Urfas Ii","98663"
"Papua","Kabupaten Waropen","Urei Faisei","Ureifaisei Iii/paradoi","98663"
"Papua","Kabupaten Waropen","Urei Faisei","Khemoon Jaya","98663"
"Papua","Kabupaten Waropen","Inggerus","Somiangga","98661"
"Papua","Kabupaten Waropen","Inggerus","Toire","98661"
"Papua","Kabupaten Waropen","Inggerus","Firo","98661"
"Papua","Kabupaten Waropen","Kirihi","Diwah","98673"
"Papua","Kabupaten Waropen","Kirihi","Aru Antu","98673"
"Papua","Kabupaten Waropen","Kirihi","Foira","98673"
"Papua","Kabupaten Waropen","Demba","Wudokuri","98672"
"Papua","Kabupaten Waropen","Demba","Aiwa","98672"
"Papua","Kabupaten Waropen","Demba","Biati","98672"
"Papua","Kabupaten Waropen","Demba","Ronarai","98672"
"Papua","Kabupaten Waropen","Wonti","Bakadaro","98676"
"Papua","Kabupaten Waropen","Wonti","Moyufuri","98676"
"Papua","Kabupaten Waropen","Wonti","Wonti Kai","98676"
"Papua","Kabupaten Waropen","Wonti","Ghoiwi Samberi","98676"
"Papua","Kabupaten Waropen","Wonti","Gheroi","98676"
"Papua","Kabupaten Waropen","Wonti","Fimore","98676"
"Papua","Kabupaten Waropen","Wonti","Sifuisera","98676"
"Papua","Kabupaten Waropen","Wonti","Borumei","98676"
"Papua","Kabupaten Waropen","Soyoi Mambai","Segha","98675"
"Papua","Kabupaten Waropen","Soyoi Mambai","Wainarisi","98675"
"Papua","Kabupaten Waropen","Soyoi Mambai","Fafarui","98675"
"Papua","Kabupaten Waropen","Soyoi Mambai","Dawoa","98675"
"Papua","Kabupaten Waropen","Soyoi Mambai","Sinabo","98675"
"Papua","Kabupaten Waropen","Soyoi Mambai","Woinui","98675"
"Papua","Kabupaten Supiori","Supiori Selatan","Odori","98572"
"Papua","Kabupaten Supiori","Supiori Selatan","Warbefondi","98572"
"Papua","Kabupaten Supiori","Supiori Timur","Sorendidori","98573"
"Papua","Kabupaten Supiori","Supiori Timur","Douwbo","98573"
"Papua","Kabupaten Supiori","Kepulauan Aruri","Mbrurwandi","98571"
"Papua","Kabupaten Supiori","Kepulauan Aruri","Manggonswan","98571"
"Papua","Kabupaten Supiori","Kepulauan Aruri","Wongkeina","98571"
"Papua","Kabupaten Supiori","Kepulauan Aruri","Imbirsbari","98571"
"Papua","Kabupaten Supiori","Supiori Barat","Waryei","98581"
"Papua","Kabupaten Supiori","Supiori Barat","Koiryakam","98581"
"Papua","Kabupaten Supiori","Supiori Barat","Wayori","98581"
"Papua","Kabupaten Supiori","Supiori Barat","Napisndi","98581"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah","Muru Mare","98692"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah","Kwerba","98692"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah","Sasakwesar","98692"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah","Marina Valen","98692"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Hulu","Papasena I","98694"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Hulu","Papasena Ii","98694"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah Timur","Obogoi","98693"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Tengah Timur","Eri","98693"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Hilir","Bagusa","98691"
"Papua","Kabupaten Mamberamo Raya","Mamberamo Hilir","Suaseso","98691"
"Papua","Kabupaten Mamberamo Raya","Waropen Atas","Nadofoai","98681"
"Papua","Kabupaten Mamberamo Raya","Waropen Atas","Barapasi","98681"
"Papua","Kabupaten Mamberamo Raya","Benuki","Baitanisa","98683"
"Papua","Kabupaten Mamberamo Raya","Sawai","Rapamerei","98682"
"Papua","Kota Jayapura","Jayapura Utara","Bayangkara","99112"
"Papua","Kota Jayapura","Jayapura Utara","Kayo Batu","99118"
"Papua","Kota Jayapura","Jayapura Selatan","Numbay","99227"
"Papua","Kota Jayapura","Abepura","Yobe","99329"
"Papua","Kota Jayapura","Abepura","Enggros","99324"
"Papua","Kota Jayapura","Muara Tami","Skouw Mabo","99316"
"Papua","Kota Jayapura","Muara Tami","Skouw Yambe","99315"
"Papua","Kota Jayapura","Muara Tami","Skouw Sae","99317"
"Papua Barat","Kabupaten Manokwari","Warmare","Meny","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Umcen","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Guentuy","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Duwin","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Iboisrati","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Sraindabey","98317"
"Papua Barat","Kabupaten Manokwari","Warmare","Indonbey","98317"
"Papua Barat","Kabupaten Manokwari","Prafi","Prafi Mulya","98316"
"Papua Barat","Kabupaten Manokwari","Prafi","Umbuy","98316"
"Papua Barat","Kabupaten Manokwari","Prafi","Ingkwoisi","98316"
"Papua Barat","Kabupaten Manokwari","Masni","Sumber Boga","98318"
"Papua Barat","Kabupaten Manokwari","Masni","Mansaburi","98318"
"Papua Barat","Kabupaten Manokwari","Masni","Yonsoribo","98318"
"Papua Barat","Kabupaten Manokwari","Masni","Koyani","98318"
"Papua Barat","Kabupaten Manokwari","Manokwari Barat","Ingramui","98312"
"Papua Barat","Kabupaten Manokwari","Manokwari Barat","Tanah Merah Indah","98312"
"Papua Barat","Kabupaten Manokwari","Manokwari Utara","Tanah Rubuh","98314"
"Papua Barat","Kabupaten Manokwari","Manokwari Utara","Sairo","98314"
"Papua Barat","Kabupaten Manokwari","Manokwari Utara","Inoduas","98314"
"Papua Barat","Kabupaten Manokwari","Manokwari Utara","Cabang Dua","98314"
"Papua Barat","Kabupaten Manokwari","Manokwari Utara","Indou Oufa","98314"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Masyepi","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Warmomi","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Waluri","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Wasai","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Anggresi","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Warswami","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Dobut","98313"
"Papua Barat","Kabupaten Manokwari","Manokwari Selatan","Ngunimbouw","98313"
"Papua Barat","Kabupaten Manokwari","Tanah Rubuh","Ukopti","98315"
"Papua Barat","Kabupaten Manokwari","Tanah Rubuh","Imbeisika I","98315"
"Papua Barat","Kabupaten Manokwari","Tanah Rubuh","Imbeisika Ii","98315"
"Papua Barat","Kabupaten Manokwari","Tanah Rubuh","Mirowi","98315"
"Papua Barat","Kabupaten Manokwari","Sidey","Waramui","98319"
"Papua Barat","Kabupaten Manokwari","Sidey","Womnowi","98319"
"Papua Barat","Kabupaten Manokwari","Aimasi","Kerenu","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Wasegi Indah","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Udapi Hilir","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Waseki Pop","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Uhyehebrig","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Lismaungu","98316"
"Papua Barat","Kabupaten Manokwari","Aimasi","Bedip Matoa","98316"
"Papua Barat","Kabupaten Manokwari","Mokwam","Duweibey","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Mingre","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Syou","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Asarbey","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Minoqbei","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Kipuwau","98317"
"Papua Barat","Kabupaten Manokwari","Mokwam","Aiwow","98317"
"Papua Barat","Kabupaten Manokwari","Wasirawi","Moubja","98318"
"Papua Barat","Kabupaten Manokwari","Wasirawi","Merejemeg","98318"
"Papua Barat","Kabupaten Manokwari","Wasirawi","Wamfoura","98318"
"Papua Barat","Kabupaten Fak Fak","Fak-fak","Lusi Peri","98011"
"Papua Barat","Kabupaten Fak Fak","Fak-fak Barat","Kwuhkendak","98022"
"Papua Barat","Kabupaten Fak Fak","Fak-fak Barat","Purwahab Tonggo","98022"
"Papua Barat","Kabupaten Fak Fak","Fak-fak Barat","Pahger Nkindik","98022"
